,Stock,Alpha,Beta,ri-rf
0,600000.0,0.006728737002596024,0.6916661993116239,0.008904555555555554
1,600004.0,0.011361451172936363,0.8701274445289389,0.014098666666666667
2,600005.0,0.004312441289736064,1.0487178801929942,0.011766500000000001
3,600006.0,0.009653525366258124,0.6563464031571865,0.010664492957746477
4,600007.0,0.0027266157939322484,0.7114446801778334,0.0049646527777777805
5,600008.0,0.01215524558678083,1.1279777379270182,0.01570359722222222
6,600009.0,0.02002094682587669,0.6978689531198414,0.02221627777777778
7,600010.0,-0.0032522143627994886,0.9109365046121192,-0.0006671690140845088
8,600011.0,0.004196357041104622,0.935178670789498,0.007138208333333334
9,600012.0,0.011563352229849158,0.9780553188850121,0.014640083333333335
10,600015.0,0.005257866567058695,0.9856182572320538,0.00835838888888889
11,600016.0,0.0015826644334374896,0.9451650623302981,0.004555930555555556
12,600017.0,0.0005252343330801879,0.9930732599758343,0.003649208333333334
13,600018.0,0.015299485281596133,1.0096247713976623,0.018222676056338028
14,600019.0,0.006883968792841456,0.9559959680044603,0.009628536231884055
15,600020.0,0.0091171890886864,1.2131145747790422,0.012933361111111109
16,600021.0,0.014985617591666403,1.1285235076576114,0.01771098550724638
17,600022.0,-0.002559795033210495,1.0853973779718888,0.0027141029411764726
18,600026.0,0.002715843507224447,1.1992788889646255,0.005613057971014496
19,600027.0,0.006594176134477889,1.1011206354117835,0.010058041666666665
20,600028.0,0.002239112649476216,0.724969157101537,0.004519694444444446
21,600029.0,0.011997760266375513,1.3273417109471013,0.016173263888888897
22,600030.0,0.00643238424798915,1.7979926009173772,0.012088444444444445
23,600031.0,-0.0015776813286595783,1.2514980713194095,0.00235923611111111
24,600033.0,0.0056617097843875384,1.0225872338201603,0.008878527777777777
25,600035.0,0.011397919691304399,1.3099515819217542,0.015455895522388066
26,600036.0,0.010932190966089161,0.8874467447033288,0.01372388888888889
27,600037.0,0.008408859068830113,1.0925739536045846,0.011308704225352116
28,600038.0,0.01320059983112935,0.7294324914840811,0.015495222222222223
29,600039.0,0.0015108783405420158,0.9167211615310493,0.004394666666666668
30,600048.0,0.006260487432906046,1.2229404835902096,0.010107569444444442
31,600050.0,0.009922118213302961,1.2175540008802133,0.012635705882352946
32,600051.0,-0.002919215392638481,0.8597941780141337,0.0016789253731343294
33,600052.0,0.0003619200191435183,0.8942819182632284,0.005038514705882351
34,600053.0,0.043029865765648746,0.5866196950927273,0.047049951612903235
35,600054.0,0.0011871348386740498,0.6226507941255593,0.003145847222222224
36,600055.0,0.02160723544201365,1.2353331308394235,0.024735136363636365
37,600056.0,0.004886763427095332,1.0112630885853375,0.008067958333333331
38,600057.0,0.007618614532202795,0.9835349728753339,0.010712583333333333
39,600058.0,-0.00901421921077765,0.991416657421998,-0.007145261538461539
40,600059.0,-0.006463964937733286,0.8584007396048338,-0.0037636388888888867
41,600060.0,0.0027063066586745454,0.9775664830368559,0.0057814999999999984
42,600061.0,0.023459799678039104,1.884438550090517,0.028031420289855072
43,600062.0,-0.0027313028708269797,0.6404459555378378,-0.0007166111111111108
44,600063.0,-0.0011626204888211672,1.2271339247321171,0.00404112857142857
45,600064.0,0.008386698091361867,1.0950472965052,0.01183145833333333
46,600066.0,0.006620380825422885,0.6183164333409232,0.008565458333333335
47,600067.0,-0.005820052274488638,0.9459889346925181,-0.0028441944444444456
48,600068.0,0.0047797523336011285,1.5000765225754162,0.00949863888888889
49,600069.0,-0.0011734551943103535,0.8374233017716808,0.0017051449275362312
50,600070.0,0.012583811239743076,0.769933567068764,0.01579214705882353
51,600071.0,0.012846859906004345,1.0209178913268502,0.015153584615384618
52,600072.0,0.0006171270354220961,1.1992395138033225,0.0035142463768116
53,600073.0,0.006757442636432035,0.8061054800253334,0.009897098591549296
54,600074.0,-0.0042760109829784385,0.7110300378190545,0.003809654545454545
55,600075.0,-0.0005720939577219999,1.0667697173420467,0.0089225606060606
56,600076.0,0.019081777349869825,0.6214015809967229,0.018848723076923084
57,600077.0,-0.008501306718352513,1.0214489667382542,-0.005288069444444446
58,600078.0,-0.009445948166933426,0.8283672855763292,-0.00689566197183099
59,600079.0,-0.0004330462993582043,0.7301058899922328,0.0018636944444444447
60,600080.0,0.006519844647564814,0.7331428304171552,0.00882613888888889
61,600081.0,0.006926100383444479,0.7040586873529107,0.009140902777777777
62,600082.0,0.001839509811603145,0.752256312786479,0.004205930555555555
63,600083.0,0.027188822073234673,0.7107993272798473,0.02601665217391305
64,600084.0,0.002303741242075217,1.0787560515057555,0.006057290322580647
65,600085.0,0.008196530669894508,1.058962854666087,0.011527777777777776
66,600086.0,-0.003403318706725267,0.6749546229300086,0.0003905901639344283
67,600087.0,-0.04758957203405047,-1.7678401371494747,-0.03890114285714285
68,600088.0,0.007026941264519234,1.030175177250331,0.011767352941176468
69,600089.0,0.0034146998254663686,1.0985788320555483,0.006870569444444443
70,600090.0,0.022410406639979875,2.402965398317976,0.01122977272727274
71,600091.0,0.010860208460580797,1.389539587809257,0.007830212121212118
72,600093.0,0.009616364683789933,0.7967007782384828,0.012122597222222226
73,600094.0,-0.00615252570393149,1.0901756465650576,-0.00039652112676055875
74,600095.0,0.0008264156272152958,0.9436591308439432,0.0037949444444444463
75,600096.0,-0.012012658290146836,1.0977478394250304,-0.008559402777777777
76,600097.0,-0.0012872776277855933,0.5352583160053153,0.0021964117647058816
77,600098.0,-0.0017074937778657265,1.102843559488432,0.0017617916666666674
78,600099.0,0.0010661415028260773,0.7435747493365323,0.006733553846153845
79,600100.0,0.009237364566184295,0.9548071267062049,0.010982794117647063
80,600101.0,-0.0026731481628035954,0.7608144450069932,-0.0002798055555555555
81,600103.0,0.006981843196221747,1.33176399218538,0.004737492753623189
82,600104.0,0.009698659849469693,0.6946488480460155,0.011883861111111112
83,600105.0,0.024459064911541883,1.6130892861093193,0.02107964285714286
84,600106.0,0.0036990602742293876,0.8588676412580222,0.005237191176470591
85,600107.0,8.105816911040988e-07,0.85371261227948,0.0026863888888888927
86,600108.0,-0.012701973110884019,0.973668575393053,-0.009639041666666666
87,600109.0,0.00013175118798943548,1.2081940637310344,0.003932444444444443
88,600111.0,-0.012542140968914438,0.9088507462056102,-0.009683111111111111
89,600112.0,0.0013572827844516243,1.0206319681796174,0.0020151791044776134
90,600113.0,0.0050435973648121635,1.413026319242459,0.004837781250000003
91,600114.0,0.012182120049076341,0.7992863262610802,0.01469648611111111
92,600115.0,0.006150652646709973,0.9569703942112712,0.009161055555555554
93,600116.0,0.01164903893417232,0.8785235733221176,0.014412666666666666
94,600117.0,-0.0010530234612391976,0.9067476685394429,0.0026088450704225335
95,600118.0,0.01114176612667264,1.3269601486989557,0.015316069444444445
96,600119.0,0.014595211151085224,1.1237943315387255,0.018130402777777773
97,600120.0,0.013696780925817194,0.8377681196663925,0.017694584615384614
98,600121.0,-0.011943067899310747,1.0855113302738413,-0.008528305555555558
99,600122.0,-0.0037925628299165133,1.3310330862647715,0.009476870967741934
100,600123.0,-0.014292609101153472,0.8029574837548293,-0.011766694444444444
101,600125.0,0.0027719648214303335,1.2172036153425727,0.006600999999999999
102,600126.0,0.011418850134569676,1.0835808391684334,0.014806000000000008
103,600128.0,0.003461094216405809,0.9394963086107047,0.0064165277777777745
104,600129.0,0.011846552727160427,1.2352485724493099,0.013403753623188408
105,600130.0,0.01188849190571946,1.089774974229889,0.015316666666666664
106,600131.0,0.006723324478611814,0.9929298109889816,0.009846847222222222
107,600132.0,0.012962655077933172,0.8547024631396352,0.015651347222222223
108,600133.0,0.0072710160766938665,1.0514622230133897,0.011074199999999996
109,600135.0,0.006169157522278739,1.0544544400358986,0.009486222222222222
110,600136.0,0.021212905539183077,0.6021046976624231,0.02309758064516128
111,600137.0,0.012746620102753625,1.1559146585303428,0.02022230000000001
112,600138.0,0.00363346999281143,0.7045946290981124,0.005849958333333332
113,600139.0,-0.009983590774902214,0.7900022511859012,-0.004560951612903224
114,600141.0,-0.0036088897057102477,0.9525778714567744,0.00010125352112676038
115,600143.0,0.002991831712505375,0.9554888986806348,0.005967057971014492
116,600145.0,0.0015436711031273764,0.7664865263968103,0.016377484848484846
117,600146.0,0.005443333215792409,1.0419494098758244,0.007138584905660373
118,600148.0,0.016597748253099794,0.6696223251063235,0.02017639705882353
119,600149.0,0.006829835257669073,1.0064072987687427,0.010114955882352937
120,600150.0,-0.003702107496609145,1.0682636448753957,-0.0008240298507462676
121,600151.0,-0.0007023069273350163,0.8767075761813476,0.0013738030303030342
122,600152.0,0.009789418319669771,0.9477482872674771,0.013250347826086962
123,600153.0,-0.0029182275241078446,1.1569956047447987,0.007063344262295082
124,600155.0,0.02227014761699736,0.7527791170130232,0.02561711111111112
125,600156.0,0.006222522909725231,0.7697271485012188,0.00864390277777778
126,600157.0,-0.009984215601410603,1.3915514116034056,-0.0031856885245901633
127,600158.0,0.01100332212261454,1.1376719391170307,0.016461971014492757
128,600159.0,-0.0025016926885308094,0.9821138372777243,0.0005878055555555532
129,600160.0,0.004636955492231142,0.8210830462454256,0.007219888888888887
130,600161.0,0.018422860404680535,0.6454911859535698,0.020178811594202897
131,600162.0,4.426983153670537e-06,1.111798751539518,0.003473802816901409
132,600163.0,0.0016086100993484482,1.228476093573825,0.002512985294117646
133,600165.0,0.030013574961050348,0.5135500725311571,0.032009671875000006
134,600166.0,-0.00832516964062661,0.8721658938392285,-0.005581541666666665
135,600167.0,0.009204135933511961,0.597007700179531,0.013840045454545456
136,600168.0,0.0004175419151258202,0.9002413193768851,0.0030194848484848486
137,600169.0,-0.005775984985026382,1.335499321936023,-0.0015748194444444455
138,600170.0,0.004927091689294028,1.021048581076095,0.008139069444444445
139,600171.0,0.015950880401943077,1.074832971587996,0.019042281690140845
140,600172.0,0.00647486430786115,1.0746387032350164,0.007323859154929578
141,600173.0,0.009078335377591252,1.206732521833915,0.011791390625000004
142,600175.0,0.0006393387148398771,0.9971815813116625,0.005691691176470588
143,600176.0,0.016431930180643484,1.032464411989974,0.019679819444444444
144,600177.0,0.007703459698728285,1.207147626621178,0.011500861111111113
145,600178.0,0.0016154698438078665,1.044482974219447,0.0049011666666666665
146,600179.0,0.028077084485396787,1.596091337529839,0.019995835820895518
147,600180.0,0.005616179050358574,1.124131253997584,0.009152430555555556
148,600182.0,0.016157435278361724,1.0404778525597302,0.018588208955223878
149,600183.0,0.02198972677584224,0.7713312529608123,0.024416152777777783
150,600184.0,0.0034250140837570656,1.000741676282,0.006573111111111115
151,600185.0,0.010458743079649224,1.2258614903872305,0.014315013888888888
152,600186.0,-0.007104747061312866,0.8595177055583516,-0.000626074626865673
153,600187.0,-0.00098165484380864,0.9290778219266302,0.0020107971014492747
154,600188.0,-0.007918626176611796,0.9565292157268345,-0.00490961111111111
155,600189.0,-0.0004535820367927259,0.5931711667022324,0.001876754098360658
156,600190.0,-0.0014405311047888981,0.8561568226442116,0.0012527361111111107
157,600191.0,-0.0028440436000344935,0.8367139124122609,0.0019617164179104455
158,600192.0,-0.00013614397905183768,0.6205362877402697,0.001815916666666667
159,600193.0,-0.0063623282824993785,1.157774579887427,-0.0025101666666666627
160,600195.0,0.005911286828366543,0.9741701486857551,0.007534685714285713
161,600196.0,0.01393472703743322,0.7214536890651378,0.016204250000000003
162,600197.0,0.0016899712606409435,1.1200338604995785,0.005213333333333332
163,600198.0,0.008505073090628052,0.715472246565942,0.010401657142857146
164,600199.0,-0.018002238968405023,1.0988905085108354,-0.01454538888888889
165,600200.0,0.0022728995644409836,0.7927182001397352,0.007072130434782612
166,600201.0,0.024326429296654857,0.8926558671972897,0.027134513888888885
167,600202.0,-0.002141768448179055,0.9007680776842559,0.004221128571428571
168,600203.0,0.003419798471975083,0.8903975887868456,0.005295956521739132
169,600206.0,0.009844885055078377,0.5821118381964191,0.011189014084507046
170,600207.0,0.01222063983985387,1.5128959175653245,0.011409376811594204
171,600208.0,-0.004039515927897674,1.0123408764371515,-0.0008549305555555552
172,600209.0,-0.001207512695141111,0.5146961081209864,-0.0032779310344827586
173,600210.0,0.004924461034427265,1.178343034156326,0.00863125
174,600211.0,0.013967025097766034,0.3643518204882868,0.016116072463768113
175,600212.0,0.01737684290697139,0.9217945129385146,0.024843981818181825
176,600213.0,0.005442319795422634,0.9395526379371302,0.008397930555555554
177,600215.0,0.008472495382821927,0.9485091880959629,0.011778442857142855
178,600216.0,-0.0027345960956851262,0.6136599875905839,-0.0008041666666666641
179,600217.0,-0.008986538648681213,0.9747327533439744,0.0006044603174603162
180,600218.0,-0.0076481677585734775,0.8708363478985857,-0.004908722222222226
181,600219.0,6.703192428766512e-05,0.8970853099922105,0.0009997536231884053
182,600220.0,-0.002528391189201223,1.0451363854499576,0.0007593611111111119
183,600221.0,-0.003992130017851204,1.0968983875633034,0.0029436567164179105
184,600222.0,-0.0005364875608874313,0.9554690260762966,0.0014767826086956508
185,600223.0,-0.006522316921904301,1.3550489784635853,-0.0022596527777777784
186,600225.0,0.0017330333790579696,0.8923349569688777,0.005172238805970153
187,600226.0,0.01958008105099086,0.8528873411354473,0.027150309090909087
188,600227.0,0.012627196091716876,1.7779639051032672,0.008357387096774195
189,600228.0,0.004657963331908575,0.5579520659669648,0.00669023076923077
190,600230.0,0.014558741018177236,1.061854591951825,0.017903971830985917
191,600231.0,0.007634535870281096,0.8169917551770505,0.010590239436619724
192,600232.0,0.014163579591996696,0.49376474063946885,0.013578363636363638
193,600233.0,0.019450321355393877,0.9335647574550883,0.024125072463768115
194,600235.0,0.006071600850209007,0.9863473312212275,0.009174416666666673
195,600237.0,-0.0056682094496248,0.4950091582792423,-0.00515353623188406
196,600238.0,0.00342008759403655,1.1462488671714233,-0.000413333333333336
197,600239.0,-0.0027797446954251105,1.16898864540593,-0.00043766666666666823
198,600240.0,0.003210332738788066,1.3693875509504658,0.001603028985507249
199,600241.0,0.011582849152216058,1.1037752151712843,0.0089632
200,600242.0,0.034982949095226264,1.1154644310431168,0.034708916666666666
201,600243.0,-0.0026414037750865527,1.0045256717211837,0.0024085797101449317
202,600246.0,0.005864530326921542,0.9931696723220644,0.0040357076923076916
203,600248.0,-0.0016889946329973462,0.9693189944541316,0.0005679850746268674
204,600249.0,0.0004764223978799332,1.1269060568782756,0.00402140277777778
205,600250.0,0.02155123498727772,1.2113655419098117,0.015417910447761193
206,600251.0,-0.0024970851648797874,0.8177934694864999,7.550000000000072e-05
207,600252.0,0.00019411998202757252,0.9681995686174746,0.003239847222222223
208,600253.0,0.014728073569794747,0.46494649293357476,0.004548999999999997
209,600255.0,0.0019905636850433847,1.0085207641521443,0.004925390625000003
210,600256.0,-0.010793567780204513,0.8021717043410452,-0.008270124999999998
211,600257.0,-0.0024618564795590263,0.9077137256262952,0.0010352153846153866
212,600258.0,0.01552300538220672,0.8724187233801279,0.018381721311475408
213,600259.0,-0.00834036238942105,0.8347346493451481,-0.006503897058823528
214,600260.0,0.01592230188258143,1.0790198609326438,0.018250071428571425
215,600261.0,0.0011118298156049017,0.3877624374774138,0.0023316388888888853
216,600262.0,0.008133996185190246,0.7312579733164188,0.01043436111111111
217,600265.0,0.024864052783418036,0.45633272119608426,0.02628804225352113
218,600266.0,-0.00188812508422993,1.4390472463610895,0.0026387777777777768
219,600267.0,-0.005923691800404186,1.092036511309748,-0.002488402777777778
220,600268.0,-0.000690405400416756,1.073940655776095,0.0026879583333333356
221,600269.0,0.002817027794934823,1.0014128292663984,0.005967236111111112
222,600270.0,0.02094664427441949,0.9112197411331784,0.023903942857142854
223,600271.0,0.020805159342335875,0.8842044048169638,0.02466786567164179
224,600272.0,-0.003136865246008061,0.6856146833818855,-0.0009800833333333374
225,600273.0,0.012798302062844985,0.837266403642305,0.015535287878787878
226,600275.0,0.004563769198202276,0.7163968040254978,0.006773739130434787
227,600276.0,0.023322573843093178,0.4612184962020861,0.02477345833333334
228,600277.0,-9.01009663111076e-05,0.6825674914089451,0.005610063492063493
229,600278.0,0.013292285096029467,1.3883197116310684,0.017659611111111116
230,600279.0,0.0037726924506147866,0.9238002761903594,0.006678750000000001
231,600280.0,0.006501009477991513,1.0663543485068216,0.009160771428571428
232,600281.0,-0.005481026800735952,0.8445619521851094,-0.0025057183098591554
233,600282.0,0.008460230753720165,1.1249316132018288,0.011999000000000001
234,600283.0,0.0076036569684655555,0.8358272733194121,0.010232972222222225
235,600284.0,-0.0025712087417664835,0.7778138164700578,-2.4985915492959082e-05
